channel,txt,date,category
Новинач,"назк вручило дубінському протокол про адміністративне правопорушення, пов’язане з корупцією. депутат звертався до моз та дбр, порушуючи питання, що становлять його приватний інтерес. зокрема, він цікавився розглядом видачі йому дозволу на виїзд за кордон",2023-11-08,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"намечается схватка трех якодзун министр обороны алексей резников бросил вызов главе комитета вр по антикоррупционной политике анастасии радиной и журналисту михаилу ткачу. условия пари следующие:  если история с закупкой 180 тысяч летних курток на $30 млн для минобороны вместо зимних окажется правдой, он обещает уйти в отставку.  если информация не подтвердится, радина должна сложить мандат нардепа, а ткач - на 3 года уйти из журналистики. судить баттл по фактам должны, согласно предложению резникова, комитет по депутатской этике вру и комиссия журналистской этики, а наблюдателями в нём быть редакции авторитетных украинских сми. ",2023-08-25,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"нацагентство по вопросам предотвращения коррупцции (напк) внесло британскую компанию unilever в список международных спонсоров войны компания является одной из мировых лидеров продуктов различных сфер, от косметики и бытовой химии до продуктов питания. после полномасштабного вторжения рф в украину unilever пообещала приостановить весь импорт и экспорт своей продукции в россию и из нее, включая рекламные расходы. однако доход unilever russia удвоился с 4,8 млрд рублей (€56 млн) в 2021 году до более 9,2 млрд рублей (€108 млн) в прошлом году. кроме того, предприятия в омске, екатеринбурге, санкт-петербурге и туле продолжают свою работу, а офисы - операционную деятельность, обеспечивая присутствие брендов в точках продаж. ",2023-07-03,Economical
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"национальное агентство по вопросам предотвращения коррупции (напк) временно сняло с австрийского raiffeisen bank статус международного спонсора войны на сайте ведомства сообщается, что такое решение принято на период проведения двусторонних консультаций с представителями еврокомиссии. напомним, ранее австрия блокировала санкции против рф до тех пор, пока банк не исключат из соответствующего списка.",2023-12-17,Economical
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,национальное агентство по предотвращению коррупции внесло компанию metro cash & carry в перечень международных спонсоров войны из-за решения руководства компании продолжать деятельность в россии,2023-02-28,Economical
Новинач,"національна поліція проводить понад 200 обшуків у військкоматах та влк низки областей. перевіряються корупційні схеми, за якими фігуранти за гроші виписували громадянам непридатність до служби",2023-08-22,Corruption
РИА Новости,"один из бывших лидеров непризнанных властей карабаха араик арутюнян привлечен азербайджаном к уголовной ответственности. его обвиняют по более чем 10 уголовным статьям, арутюняну грозит пожизненный срок.",2023-10-05,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"олигарх дмитрий фирташ получил от службы безопасности украины и бэб подозрение в совершении преступления об этом униан сообщил источник в сбу. стало известно, что сбу и бюро экономической безопасности сегодня вручают подозрения самому фирташу и 8 топ-менеджерам его компаний. утром проходят обыски у руководителей фирм олигарха (""ргк"", ""йе-энергия"") и облгазов. сообщается, что правоохранители разоблачили схему, по которой подконтрольные фирташу структуры покупали топливо у его же компании, но на самом деле получали 30% от объемов. источник в сбу сообщает, что искусственный дефицит покрывали за счет государственного газа, а деньги оседали в карманах фирташа. по предварительным данным, за семь лет такая схема нанесла ущерб бюджету страны на 18 млрд гривень. ",2023-05-15,Corruption
Новинач,"олігарх дмитро фірташ та низка топменеджерів його компаній отримали підозру від сбу та беб. правоохоронці викрили схему, за якою фірми олігарха розкрадали блакитне паливо з газотранспортної системи україни, що завдало збитків державі на мільярди гривень",2023-05-15,Corruption
РИА Новости,"от задержанного на таможне в аэропорту мюнхена арнольда шварценеггера потребовали заплатить 35 тыс евро: 26 тыс за дорогие часы audemars piguet, 4 тыс налога и еще 5 тыс - штраф. половину стоимости актер должен был заплатить наличными, которых у него не было, в итоге офицер сопроводил актера прямо в отделение банка. актер пытался объяснить, что намеревается продать часы на благотворительном аукционе, но его аргументы не были услышаны. после разбирательств его отпустили. сам шварценеггер оценил наручные часы всего примерно в 20 тыс евро.",2024-01-17,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"офицеру, избившему срочника в житомире, сообщили о подозрении как сообщает офис генпрокурора, ему инкриминируют ч. 5 ст. 426-1 ук украины (превышение военнослужащим служебных полномочий). также в отношении командования военчасти составлен админпротокол по ч. 3 ст. 172-15 (несвоевременное извещение прокурора гбр о совершенном преступлении) кодекса украины об административных правонарушениях сейчас решается вопрос об избрании подозреваемому меры пресечения. ",2023-03-16,Other
Новинач,"пані посол сша в україні бріджит брінк заявила, що представники посольства не зафіксували випадків розкрадання військової та гуманітарної допомоги в україні",2023-11-02,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"петр сивочолый порошенко получил от венгерского правительства более 37 млн грн перед встречей с орбаном такие данные появились на сайте национального агентства по вопросам предотвращения коррупции (напк). согласно им, порошенко в 2023 году получал доходы из двух источников, основным из которых является министерство финансов венгрии - оттуда гетьману пришло больше 37 млн грн. в декларации указано, что правительство венгрии перечислило порошенко деньги за неделю до того, как экс-президент попытался выехать за границу. тогда порошенко из украины не выпустили пограничники, поскольку спецслужбы получили информацию, что визит порошенко в венгрию может использовать в своих целях фсб рф. пресс-служба порошенко по факту такой выплаты сивочолому объяснений не давала.",2023-12-21,Corruption
РИА Новости,"подмосковная прокуратура организовала проверку в связи с трещиной на фасаде многоквартирного дома в городе пересвет, из-за которой пришлось эвакуировать 120 жильцов. как сообщил глава сергиево-посадского округа, дом до недавнего времени был общежитием, а сейчас часть квартир приватизирована, часть - в соцнайме, многие собственники самовольно сделали перепланировку.",2024-01-29,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"пойманный набу «слуга» трубицын сбежал из украины накануне суда, - эксперт депутат киевсовета от «слуги народа» владислав трубицын, которого набу поймало на многомиллионной взятке, не явился сегодня в антикоррупционный суд, потому что уже выехал из украины, сообщил политический эксперт алексей голобуцкий. с высокой вероятностью трубицын проигнорирует и завтрашнее заседание сессии киевсовета, потому что его просто уже нет в украине, отметил эксперт. голобуцкий отмечает, что трубицина, который обвиняется в том, что за взятку «решал» с разрешениями на торговлю в киеве, отпустили под залог 14,88 млн грн. но обязали не отлучаться с места жительства, сдать загранпаспорт и носить электронный браслет. как находящийся под следствием депутат провластной партии смог бежать из страны? как депутат правящей партии «слуга народа», военнообязанный во время действия военного положения смог пересечь границу, кто и на каких основаниях мог дать ему разрешение на выезд? думаю, ответ уже есть в вопросе. война, бахмут, десятки тысяч погибших военных и гражданских, а «слуги» остаются «слугами», делает вывод голобуцкий. ",2023-05-17,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"полетела голова еще одного фигуранта скандала с поставками для минобороны по завышенным ценам  стало известно об увольнении главы департамента госзакупок и поставок материальных ресурсов министерства обороны украины богдана хмельницкого, сообщила глава комитета вр по антикоррупционной политике анастасия радина. примечательно, что это тот самый хмельницкий, который летом 2022 года уже ""влипал"" в скандал с хищением 580 тысяч долларов средств минобороны во время закупки военной амуниции.",2023-01-25,Corruption
Новинач,"поліція перевіряє законність діяльності благодійного фонду, члени якого під виглядом військових збирають кошти (як вони кажуть) на потреби зсу. розпочато кримінальне провадження за ст. 190 кку (шахрайство). на відео: вчорашні сутички в оболонському районі столиці",2023-11-17,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"правительство передало под управление фонда госимущества две киевские квартиры путинского блогера артемия лебедева, сообщила пресс-служба фонда решение об изъятии этих активов принял высший антикоррупционный суд украины в июле. речь идет о двух квартирах площадью 138,5 кв. м и 193,2 кв. м. обе они расположены в центре киева - на ярославском валу и на улице саксаганского. теперь их продадут или сдадут в аренду, а средства направят на ликвидацию последствий боевых действий. ",2023-09-11,Other
Новинач,"правоохоронці викрили народного депутата на спробі підкупити топпосадовця біткойнами — це перша неправомірна вигода у криптовалюті, яку вдалося задокументувати. за даними змі, мова йде про депутата від ""слуги народу"" та члена комітету з питань антикорупційної політики андрія одарченка. за крипту (в еквіваленті $50 000) він хотів від голови держагентства відновлення — мустафи найєма — сприяння в отриманні коштів з фонду ліквідації наслідків збройної агресії рф на ремонт підконтрольного йому об’єкта інфраструктури",2023-11-21,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"предпринимателя сергея кривого, который дал взятку экс-замглавы минразвития общин лозинскому, взяли под стражу с возможностью внесения 100 млн грн залога решение принял высший антикоррупционный суд. суд над самим лозинским еще идет. напомним, лозинского задержали во время получения взятки в размере $400 тысяч.",2023-01-24,Corruption
Новинач,президента української асоціації футболу андрія павелка взяли під варту на 60 діб — змі. його підозрюють у розкраданні 270 млн грн на будівництві заводу з виготовлення штучної трави для футбольних полів,2023-06-16,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"премьер-министр португалии антониу кошта подал в отставку после того, как был заподозрен в коррупции об этом он заявил в телеобращении. по его словам, его должность не должна быть запятнана расследованием и не совместима с ним. после того как суд выдал ордер на арест главы администрации кошты, был проведен обыск в зданиях правительства. уголовное дело связано с проектами зелёной энергетики и добычей лития для аккумуляторов на севере страны. среди подозреваемых - министр инфраструктуры, министр окружающей среды и его предшественник на этом посту. тем временем в украине нардеп от ""слуги народа"" анатолий гунько, которого набу задержало на взятке в $85 тыс., и который с 9 августа находился под арестом, вышел из сизо (под залог в 10 млн грн.) и спокойно пришел сегодня в раду ",2023-11-07,Corruption
РИА Новости,путин внес в госдуму проект о денонсации россией конвенции об уголовной ответственности за коррупцию,2023-01-09,Political
РИА Новости,"распущенная комиссия по расследованию смоленской авиакатастрофы тратила государственные деньги не по назначению и лгала, заявил замминистра обороны польши. ""это конец трат сотен миллионов злотых, которые не имеют ничего общего с расследованием, но связаны с политикой"", - отметил он.",2023-12-15,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"резников признал ошибки в контракте по питанию всу - нардеп как сообщила нардеп виктория сюмар, во время выступления перед членами комитета верховной рады по вопросам антикоррупционной политики резников признал, что в перечне продуктов из 400 позиций есть ошибки. ""не одна. речь идет не только о яйцах в килограммах и тоннах, но и о многих других позициях. именно поэтому ушел замминистра шаповалов. почему появились ""ошибки"" - должны выяснить в ближайшее время"", - сообщила сюмар.",2023-01-24,Corruption
Новинач,"резніков оприлюднив список із 13 представників, які увійдуть до робочої групи по створенню антикорупційного дорадчого органу при міноборони. серед них го разом проти корупції, демсокира, го стоп корупції, во автомайдан та інші. крім того, міністр оборони анонсував кадрове оновлення відомства, зокрема — каже, що будуть нові заступники міністра. один із кандидатів на посаду заступника є засновник ""повернись живим"" віталій дейнега, який вже підтвердив, що претендує на цей пост",2023-02-13,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"российские олигархи начали подозрительно себя вести перед 24 февраля 2022 года американское агентство по борьбе с финансовыми преступлениями заметило, что крупные ""бизнесмены и чиновники"" начали активно переводить денежные средства между счетами прямо перед вторжением рф в украину. некоторые из них начали спешно переписывать активы на своих детей и родственников. аналитики оценили суммы транзакций в период незадолго до 24 февраля в десятки миллиардов долларов.",2023-01-16,Economical
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"с мэра одессы труханова сняли электронный браслет срок соответствующей меры пресечения одесскому городскому голове истек. сап ходатайствовала о ее продлении, но суд не рассмотрел ходатайство в соответствующие сроки, сообщают сми напомним, труханова подозревают в коррупции. по версии следствия, он и несколько сотрудников одесских городских ведомств за счет госбюджета приобрели помещения завода ""краян"" в коммунальную собственность по завышенной цене, присвоив себе часть суммы сделки. ",2023-07-19,Corruption
Новинач,"сап і набу викрили злочинну організацію, яка у 2020-2021 роках заволоділа понад 2 мільярдами гривень коштів держпідприємств. підозру отримав ексголова фонду держмайна дмитро сенниченко, який очолював організацію",2023-03-22,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"сбу арестовала активы подсанкционного олигарха новинского на 144 млн грн штрафы наложены на 18 млн кубометров газа, находящегося на хранении в ат ""укртрансгаз"", которые пытались присвоить в пользу третьих лиц в обход санкций снбо. общая стоимость арестованного голубого топлива составляет более 144 млн грн. так, новинский перерегистрировал собственные газодобывающие предприятия на нескольких аффилированных лиц, которые непосредственно связаны с рф и привлек частных нотариусов и госрегистраторов, чтобы обойти санкции. ",2023-04-20,Economical
Николаевский Ванёк,"сбу викрила «тилових» командирів нацгвардії, які незаконно присвоїли собі майже 14 млн «бойових» премій військова контррозвідка служби безпеки спільно з дбр та за сприяння нового керівництва національної гвардії викрила у лавах нацгвардії ще одну «схему» безпідставного нарахування премій за нібито участь у боях на передовій. цього разу на оборудках з державними грошима викрито командування однієї з бригад військового формування, яка дислокується на київщині. з першого дня повномасштабного вторгнення рф і до серпня 2022 року фігуранти незаконно «преміювали» себе на загальну суму майже 14 млн бюджетних гривень. посадовці безпідставно нараховували собі та своїм підлеглим щомісячну доплату у розмірі 100 тис. грн, яка передбачена за безпосередню участь у бойових діях проти російських окупантів. при цьому учасники злочинної схеми не перебували в районах боєзіткнень і не виконували жодних завдань на передній лінії фронту. за даними слідства, до організації оборудки причетний заступник командира – начальник штабу військової частини. він безпідставно підписував рапорти щодо нарахування «бойових» премій своїм підлеглим, насамперед керівному складу. їх особи також встановлено – це командир дивізіону, командир 3-го батальйону, начальник відділення обліку особового складу, заступник командира 1-го батальйону та командир роти. на підставі зібраних доказів заступнику командира – начальнику штабу військової частини і п’ятьом його підлеглим повідомлено про підозру за ч. 4 ст. 425 кримінального кодексу україни (недбале ставлення до військової служби). наразі вирішується питання щодо обрання їм запобіжного заходу. триває розслідування для встановлення всіх обставин злочину і притягнення винних до відповідальності. зловмисникам загрожує до 8 років тюрми. нагадаємо, на початку серпня цього року сбу викрила керівників одного з навчальних центрів нацгвардії, які незаконно нарахували собі майже 1 млн «бойових» премій.",2023-08-15,Corruption
Новинач,сбу викрила посадовців міноборони на розкраданні 5 млн грн під час будівництва казарм для військових на миколаївщині,2023-02-03,Corruption
Новинач,сбу відкрила кримінальне провадження щодо розстрілу українського полоненого — генпрокурор костін. також дмитро кулеба закликав міжнародний кримінальний суд розслідувати обставини цього воєнного злочину,2023-03-06,Crisis
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"сбу задержала руководителей центра нацгвардии за безосновательное начисление себе ""боевых"" премий по данным следствия, ежемесячно они начисляли себе и своим подчиненным по 100 тысяч гривен, которые предусмотрены за непосредственное участие в боевых действиях. при этом никто из фигурантов в боях не участвовал. таким образом, с сентября по декабрь 2022 года они незаконно присвоили почти 1 миллион гривен бюджетных средств. теперь им грозит до 8 лет тюрьмы. ",2023-08-03,Corruption
Новинач,"сбу затримала депутата міськради коростишева (житомирщина), який входив до складу злочинної організації. вона вимагала з людей гроші під вигаданими приводами, а у разі відмови платити – викрадала та відвозили до спеціально облаштованих катівень",2023-12-12,Corruption
Новинач,"сбу затримала у дніпрі поліцейських, які ""кришували"" наркоугруповання. злочинці налагодили продаж метамфетаміну та психотропів через розгалужену мережу наркодилерів у регіоні",2023-06-19,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"сбу объявила о подозрении экс-главе херсонской ова геннадию лагуте ему вменяют мошенничество и подделку документов. по версии следствия, весной 2022 года чиновник обратился к местной предпринимательнице с просьбой предоставить ему внедорожник в безвозмездное пользование ""для служебных целей"". в июле 2022 экс-глава ова оформил автомобиль на себя и продал своему подчиненному, после чего тот ""перепродал"" его лагуте.",2023-02-03,Corruption
Новинач,"сбу повідомила про підозру ексзаступнику міністра оборони та екскерівнику департаменту держзакупівель міноборони. посадовці, стверджує служба, причетні до розкрадання грошей на закупівлі бронежилетів та зимової форми для зсу. оборудку організували на початку березня 2022 року. їхня незаконна діяльність завдала збитків держбюджету на загальну суму понад 1 мільярд гривень",2023-06-16,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"сбу проводит обыски у мэра мукачево андрея балоги предварительно, его подозревают в причастности к коррупционной схеме продажи стадиона ""авангард"" по заниженной цене, в результате чего сумма убытков составила почти 100 млн грн.",2023-10-10,Corruption
Новинач,"сбу та міноборони виявили спробу розкрадання 1,5 млрд грн на закупівлі артилерійських снарядів для зсу. затримано керівника одного з головних управлінь міноборони. керівництво підприємства та начальника управління, який і підписував угоду від імені міноборони, було негайно усунуто від виконання обовʼязків",2023-12-22,Corruption
Лачен пише,"сбу, ви там на каналі хоть маякніть якось",2023-08-04,Other
РИА Новости,"ск назначит налоговую экспертизу, чтобы выяснить, сколько недоплатила в казну елена блиновская. об уголовном деле в отношении блогера стало известно в апреле, но до сих пор такая экспертиза не проводилась. сегодня суд рассматривает вопрос о продлении домашнего ареста блиновской.",2023-10-24,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"стало известно, какое животное вчера тусило в куршавеле, позоря украину знакомьтесь – глава тро куршавеля ошеровский сергей леонидович и его жена карина жосан. и о них есть много чего интересного, о чем можно рассказать. ошеровский находится в розыске мвд украины. в бизнес-кругах сообщают, что он имеет отношение к так называемой бригаде «потапов». по данным источников в правоохранительных органах они обслуживают строительство народного депутата от опзж вадима столара. сам вадим столар месяц назад посещал день рождения той же жосан в русском ресторане suvuroff в дубае на пальме джумейра. еще раз. мужик, который находится в розыске, громко гуляет в куршавеле. и его жена публикует видео, как они демонстративно тратят деньги. как писали журналисты, такая вечеринка с выносом шампанского «кристалл» под песню и с флагом стоит около 20 тысяч евро. и самое болезненное то, что все это происходит именно в это трагическое время. ""уберите коррупцию и эти люди умрут от голода в однушках на борщаговке. а пока они позорят украину в монако, дубае и куршавеле, это означает, что коррупцию вы не убрали и они продолжают зарабатывать. это означает что продолжают зарабатывать те, кто их крошят. зарабатывают те, кто крошит тех, кто крышует их. и так дальше"". – пишет журналист михаил ткач.",2023-01-11,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"суд во львове избрал меру пресечения депутату от ""европейской солидарности"" сергею алексееву - два месяца под стражей его подозревают в мошенничестве в особо крупных размерах. ранее в сбу заявили, что депутат обещал ""отмазать"" иностранца от экстрадиции за $50 тыс. дякуємо! ",2023-07-03,Corruption
РИА Новости,"суд вынес приговор по делу о крупнейшем разливе топлива на тэц-3 в норильске 2020 года. тогда из резервуара вытекло более 20 тысяч тонн топлива, а с одной из структур ""норникеля"" взыскали более 146 млрд экологического ущерба. по делу проходили четверо сотрудников тэц, в том числе ее директор, все они обвинялись по статье о нарушении требований промышленной безопасности. суд приговорил их к исправительным работам на срок от года до полутора по одной из статей, а по второй - освободил от наказания из-за истечения срока давности.",2023-08-15,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"суд изменил меру пресечения мэру одессы труханову по делу завода ""краян"" - вместо личного обязательства ему назначили залог 30,8 млн грн по версии следствия, в 2016 году одесский горсовет приобрел здание обанкротившегося завода ""краян"" по завышенной цене, а злоумышленники разницу пытались вывести через фиктивное предприятие. набу считает труханова организатором коррупционной схемы по присвоению более 90 млн грн. ",2023-04-25,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"суд признал мэра полтавы александра мамая виновным в незаконном присвоении имущества его приговорили к 5 годам условно с испытательным сроком в 1 год. также мамая лишили права занимать должности на один год. по версии следствия, ""схема"" была такой: мамай взял на работу двух сотрудниц коммунального предприятия - вести его домашнее хозяйство. зарплату женщинам городской голова платил из бюджета - всего более 570 тыс. грн. мамай признал вину и компенсировал ущерб. кроме того, мэр пообещал перевести 2 млн грн. в фонд united24 на армию дронов.",2023-03-02,Corruption
Новинач,"суспільне з посиланням на сбу пише, що правоохоронці проводить понад 20 обшуків у кількох областях через зловживання на відновленні енергетичної інфраструктури україни",2023-09-05,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"сша создают рабочую группу по выявлению коррупции в украине рабочая группа по наблюдению в украине будет состоять из инспекторов пентагона, госдепартамента, usaid и других ведомств правительства сша. она будет собираться ежемесячно, чтобы ""координировать, сотрудничать и обеспечивать прозрачность надзорных усилий украины по коллективному реагированию"" в индексе восприятия коррупции за 2021 год, подготовленном наблюдательной группой transparency international, в котором 180 стран оценивались по воспринимаемому ими уровню коррупции в государственном секторе, при этом первое место было наименее коррумпированным, украина заняла 122-е место.",2023-01-28,Corruption
УНИАН - новости Украины | война с Россией | новини України | війна з Росією | УНІАН,"тернопольский горсовет обвинил напк в клевете в отношении мэра там заявили, что городской голова не выписывал себе премии во время войны и надбавок не получал, добавив, что мэр вообще не обращался за получением материальной помощи, совсем отказавшись от премий. такие заявления национального агентства по вопросам предотвращения коррупции в горсовете посчитали попыткой давления на местное самоуправление. напомним, согласно данным напк, размер премий мэра мог достигать 250% от должностного оклада. ",2023-04-05,Corruption
